Depth
0,02
0,04
0,06
0,08
0,1
0,12
0,21
0,14
0,23
0,16
0,25
0,18
0,27
0,2
0,29
0,22
0,24
0,26
0,28
0,3
0,32
0,34
0,36
0,38
0,4
0,42
0,44
0,46
0,48
0,5
0,52
0,54
0,56
0,58
0,6
0,62
0,64
0,66
0,68
0,7
0,72
0,74
0,76
0,78
0,8
0,82
0,84
0,86
0,88
0,9
0,92
0,94
0,96
0,98
1,08
1,1
1,12
1,14
1,16
1,18
1,24
1,26
1,28
1,3
1,32
1,34
1,36
1,38
1,4
1,42
1,44
1,46
1,48
1,5
1,52
1,54
1,56
1,58
1,6
1,62
1,64
1,66
1,68
1,7
1,72
1,74
1,76
1,78
1,8
1,82
1,84
1,86
1,88
1,9
1,92
1,94
1,96
1,98
1,88
1,9
1,92
1,94
1,96
1,98
2
2,02
2,04
2,06
2,08
2,1
2,12
2,14
2,16
2,18
2,2
2,22
2,24
2,26
2,28
2,3
2,32
2,34
2,36
2,38
2,4
2,42
2,44
2,46
2,48
2,5
2,52
2,54
2,56
2,58
2,6
2,62
2,64
2,66
2,68
2,7
2,72
2,74
2,76
2,78
2,8
2,82
2,84
2,86
2,88
2,9
2,92
2,94
2,96
2,98
3,29
3,31
3,33
3,35
3,36
3,37
3,39
3,41
3,43
3,45
3,47
3,34
3,38
3,42
3,46
3,5
3,54
3,58
3,59
3,61
3,63
3,65
3,66
3,67
3,69
3,71
3,73
3,75
3,77
3,78
3,79
3,81
4,66
4,68
4,7
4,74
4,78
4,82
4,86
4,9
4,94
4,98
5
5,02
5,04
5,06
5,08
5,1
5,12
5,14
5,18
5,2
5,22
5,24
5,26
5,3
5,32
5,34
5,36
5,38
5,4
5,42
5,44
5,46
5,48
5,5
5,52
5,56
5,58
5,6
5,63
5,66
5,68
5,73
5,76
5,78
5,8
5,82
5,84
5,88
5,9
5,92
5,94
5,96
6
6,01
6,02
6,03
6,04
6,05
6,06
6,07
6,08
6,09
6,12
6,14
6,15
6,16
6,17
6,18
6,19
6,2
6,22
6,23
6,24
6,28
6,29
6,3
6,28
6,3
6,31
6,32
6,33
6,34
6,35
6,36
6,38
6,39
6,4
6,41
6,42
6,43
6,48
6,49
6,5
6,51
6,49
6,54
6,55
6,56
6,54
6,59
6,6
6,61
6,59
6,6
6,61
6,62
6,63
6,64
6,65
6,66
6,67
6,69
6,71
6,73
6,74
6,75
6,77
6,78
6,79
6,8
6,81
6,82
6,83
6,84
6,85
6,86
6,87
6,88
6,9
6,91
6,92
6,93
6,94
6,96
6,97
6,98
7,02
7,06
0,44
0,48
0,52
0,56
0,6
0,64
0,68
0,72
0,76
0,8
0,84
0,88
0,92
0,96
1
1,04
1,08
1,12
1,16
1,2
1,24
1,28
1,32
1,36
1,4
1,44
1,48
1,5
1,52
1,54
1,56
1,58
1,6
1,62
1,64
1,66
1,68
1,7
1,72
1,74
1,78
1,82
1,86
1,9
1,94
1,98
2,02
2,06
2,1
2,14
2,18
2,22
2,26
2,3
2,34
2,38
2,42
2,46
2,5
2,54
2,58
2,62
2,66
2,7
2,74
2,78
2,82
2,86
2,9
2,94
2,98
3
3,04
3,08
3,12
3,16
3,2
3,24
3,28
3,32
3,36
3,4
3,44
3,48
3,52
3,56
3,6
3,64
3,68
3,72
3,76
3,8
3,84
3,88
3,92
3,96
4
4,04
4,08
4,12
4,14
4,16
4,18
4,2
4,22
4,24
4,28
4,32
4,36
4,4
4,44
4,48
4,52
4,56
4,6
4,64
4,68
4,72
4,76
4,8
4,84
4,88
4,92
4,96
5
5,04
5,08
5,12
5,16
5,2
5,24
5,28
5,32
5,36
5,4
5,44
5,46
5,48
5,5
5,52
5,56
5,6
5,64
5,66
5,68
5,7
5,72
5,76
5,8
5,84
5,88
5,92
5,96
6
6,04
6,08
6,12
6,16
6,2
6,24
6,28
6,32
6,36
6,4
6,44
6,47
6,48
6,49
6,5
6,51
6,52
6,53
6,54
6,56
6,58
6,62
6,66
6,7
6,74
6,78
6,82
6,86
6,9
6,94
6,98
7,02
7,06
7,1
7,14
7,18
7,22
7,26
7,3
7,34
7,38
7,42
7,46
7,5
7,54
7,58
7,62
7,66
7,72
7,76
7,8
7,84
