Depth (cm)
0,55
0,65
0,75
0,85
0,95
1,05
1,15
1,25
1,35
1,45
1,55
1,65
1,75
1,85
1,95
2,05
2,15
2,25
2,35
2,45
2,55
2,65
2,75
2,85
2,95
3,05
3,1
4,52
4,54
4,62
4,65
4,86
5,04
5,22
5,37
5,52
5,58
5,64
5,69
5,71
5,76
5,91
6,12
6,3
6,32
6,34
6,4
6,48
6,6
6,72
6,81
6,89
6,93
7,04
7,1
7,16
7,22
7,31
7,4
7,52
7,64
7,79
7,94
8
8,09
8,18
8,33
8,51
8,69
8,87
9,02
9,11
9,23
9,32
9,41
9,5
9,59
9,68
9,83
9,95
10,07
10,22
10,34
10,49
10,7
10,91
11,03
11,18
11,36
11,54
11,69
11,84
11,88
11,95
12,43
12,45
12,48
12,5
12,53
12,55
12,58
12,6
12,63
12,65
12,68
12,7
12,73
12,75
12,78
12,8
12,83
12,85
12,88
12,9
12,93
12,95
13
13,25
13,28
13,3
13,33
13,35
13,38
13,4
13,43
13,45
13,48
13,5
13,53
13,55
13,58
13,6
13,63
13,65
13,68
13,7
13,73
13,75
13,78
13,8
13,83
13,85
13,88
13,9
13,93
13,95
13,98
14
14,25
14,28
14,3
14,33
14,35
14,38
14,4
14,43
14,45
14,48
14,5
14,53
14,55
14,58
14,6
14,63
14,65
14,68
14,7
14,73
14,75
14,78
14,8
14,83
14,85
14,88
14,9
14,93
14,95
14,98
15
15,15
15,18
15,2
15,23
15,25
15,28
15,3
15,33
15,35
15,38
15,4
15,43
15,45
15,48
15,5
15,53
15,55
15,58
15,6
15,63
15,65
15,68
15,7
15,75
15,8
15,85
15,9
15,95
15,98
15,99
16
16,03
16,04
16,05
16,1
16,15
16,2
16,25
16,3
16,35
16,4
16,45
16,5
16,55
16,6
16,65
16,7
16,75
16,8
16,85
16,9
16,95
17
17,15
17,2
17,25
17,3
17,35
17,4
17,45
17,5
17,55
17,6
17,65
17,7
17,75
17,8
17,85
17,9
17,95
18
18,03
18,05
18,08
18,1
18,13
18,15
18,18
18,2
18,23
18,25
18,3
18,35
18,4
18,45
18,5
18,55
18,6
18,65
